,text,polarity,subjectivity,date
29,RT @SeekingAlpha: Apple: Project Titan Far From Dead https://t.co/ri7MlP3SMq $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 20:25:28
99,Apple: Project Titan Far From Dead https://t.co/mnTr8XNP2G $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 18:37:12
280,"I wonder what this will mean for tesla??

https://t.co/7WJZTNc8i6

Autonomous vehicles and Apple
$aapl $tsla $gm $f $msft  $goog",0.04375,0.69375,2016-12-03 14:55:37
149,"Traditional car companies may not be able to keep up with the shift to electric cars (TSLA, DLPH)… https://t.co/fiVHHxolcd",0.25,0.6875,2016-12-03 16:55:37
965,"@BagholderQuotes So TSLA may or may not be a bag holder stock, but how much pain have you endured so far? SUEQ was a hot stock too. I get it",0.183333333333,0.683333333333,2016-12-02 17:34:05
735,@Emma_ECDL_SLA @sl_academy Such a committed group of Y11 students. Extremely impressed with their determination and hard work. #pride,0.236111111111,0.680555555556,2016-12-02 20:51:10
609,A Bad Week For #Tesla Motors (NASDAQ: TSLA) https://t.co/UqPjW5mulD via @@teslamotors https://t.co/WXVA57ITCv,-0.7,0.666666666667,2016-12-03 01:46:16
844,A Bad Week For Tesla Motors https://t.co/r8IMQShcXO $F $GM $TSLA,-0.7,0.666666666667,2016-12-02 18:55:00
840,Benzinga: A Bad Week For Tesla Motors https://t.co/a6TE7tBH5D $F $GM $TSLA,-0.7,0.666666666667,2016-12-02 18:59:04
845,"$TSLA $F:

A Bad Week For Tesla Motors:

https://t.co/VNQZAolkBj",-0.7,0.666666666667,2016-12-02 18:52:04
758,PortfolioBuzz: CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/lMrbI5ZXPU https://t.co/2MbGobPQkM,0.45,0.65,2016-12-02 20:20:49
6,PortfolioBuzz: CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/lMrbI5ZXPU https://t.co/uFR57C4H5x,0.45,0.65,2016-12-03 20:55:08
446,RT @innova_scape: RT  CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/Q1YBCae3eq … https://t.co/7fN3T4rM7z…,0.45,0.65,2016-12-03 09:23:03
762,CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/dPpKdbV6WC https://t.co/cWpkZ6Hgk5,0.45,0.65,2016-12-02 20:14:39
452,RT  CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/Q1YBCae3eq …… https://t.co/NQXUnVyHt4,0.45,0.65,2016-12-03 09:03:15
10,CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/dPpKdbV6WC https://t.co/lGSmJQq8cV,0.45,0.65,2016-12-03 20:50:38
456,RT @PortfolioBuzz: CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/dPpKdbV6WC https://t.co/7Zo3wNtKdU,0.45,0.65,2016-12-03 08:58:58
458,PortfolioBuzz: CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/lMrbI5ZXPU https://t.co/853mzulz3k,0.45,0.65,2016-12-03 08:55:07
459,CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/dPpKdbV6WC https://t.co/7Zo3wNtKdU,0.45,0.65,2016-12-03 08:51:16
736,"RT @Alt_Budget_cuts: Fake news is the newest strategy for taking down Elon Musk, Tesla (TSLA) and SolarCity — Quartz  https://t.co/DF93z4nB…",-0.327777777778,0.644444444444,2016-12-02 20:49:27
1060,"$TSLA was right about it last wk., WRONG about it this wk(head fake). 178.19 is the marker. If it holds then take a… https://t.co/C1i2pDUnY9",-0.178571428571,0.625595238095,2016-12-02 17:00:11
809,Tesla Motors Inc (TSLA) Shares Plunge on Potentially Weak Q4 Sales Numbers - TCC https://t.co/vv1O73Ugyf #news #feedly #teslasharing,-0.375,0.625,2016-12-02 19:30:28
789,Tesla Motors Inc (TSLA) Shares Plunge on Potentially Weak Q4 Sales Numbers https://t.co/HCvtktCyqB,-0.375,0.625,2016-12-02 19:45:06
229,@TommyThornton Mark Spiegel @markbspiegel has done phenomenal detailed research and has shared it all year $TSLA,0.45,0.625,2016-12-03 15:17:46
569,RT @MobilePotpurri: #SelfDrivingCar tech: #London residents able to get takeout from self-driving #robot - $GM $F $GOOG $TSLA #Starship htt…,0.5,0.625,2016-12-03 03:40:53
